b789a155-5327-41e6-afac-fed956f5a0d5.mirbase21.mirnas.quantification.txt,Primary Tumor
47ba62b9-f27d-4f18-89b7-32254e224d09.mirbase21.mirnas.quantification.txt,Primary Tumor
f7277ac9-d28b-4ae4-b410-289d6dcb2024.mirbase21.mirnas.quantification.txt,Primary Tumor
cb021f17-56b7-4de9-8e5a-8a9eada5f0d2.mirbase21.mirnas.quantification.txt,Primary Tumor
2b7e295e-5fb8-4c37-ab9f-430e28c247f3.mirbase21.mirnas.quantification.txt,Primary Tumor
0ff050db-9bf0-4282-9be9-9a79977476d5.mirbase21.mirnas.quantification.txt,Primary Tumor
ba400a75-f58b-4a8a-ba76-841046d941a9.mirbase21.mirnas.quantification.txt,Primary Tumor
cad10310-244f-4163-ab25-0fad677619a3.mirbase21.mirnas.quantification.txt,Primary Tumor
01e71dd5-bdb3-4b0a-9c2b-78f92f8b9b22.mirbase21.mirnas.quantification.txt,Primary Tumor
e7c76a8a-9586-4a0a-993f-c6bd84addd65.mirbase21.mirnas.quantification.txt,Primary Tumor
c157111d-3a07-49ce-80f6-c64a5f9e5629.mirbase21.mirnas.quantification.txt,Primary Tumor
86661d9e-46a0-4ab2-b281-7655ed848bba.mirbase21.mirnas.quantification.txt,Primary Tumor
372790c5-fe80-42dc-845c-f66599634796.mirbase21.mirnas.quantification.txt,Primary Tumor
fe1e15e0-c304-4f29-b370-7b37cfce2dbb.mirbase21.mirnas.quantification.txt,Primary Tumor
4e3b705d-61fe-4baf-9c50-244bea7d3786.mirbase21.mirnas.quantification.txt,Primary Tumor
d6983d00-0961-4cb8-a295-3b2f20e660b3.mirbase21.mirnas.quantification.txt,Primary Tumor
ff339cc8-73cc-4920-8bfe-2eeb666107df.mirbase21.mirnas.quantification.txt,Primary Tumor
11cc77e1-a197-4175-849d-00f096a0bb22.mirbase21.mirnas.quantification.txt,Solid Tissue Normal
835d8eda-adab-47c6-8f36-eb11fd32b999.mirbase21.mirnas.quantification.txt,Primary Tumor
f47a9e32-fd7c-4b97-a146-150cbee40bdd.mirbase21.mirnas.quantification.txt,Primary Tumor
07e9a821-578b-4968-8782-2d886719c308.mirbase21.mirnas.quantification.txt,Primary Tumor
bc096ce1-e1a7-4dc9-8fe9-552be4116d79.mirbase21.mirnas.quantification.txt,Primary Tumor
dc1f3535-8b97-4200-ae32-15d1665c8d9e.mirbase21.mirnas.quantification.txt,Primary Tumor
ea5d59bd-8bb8-4735-9fb9-73c921e33fb8.mirbase21.mirnas.quantification.txt,Primary Tumor
dc0bd4b0-c208-4483-80ce-7bb04f4300e0.mirbase21.mirnas.quantification.txt,Primary Tumor
ea203694-8e97-45e8-9eef-71a77e04fc9d.mirbase21.mirnas.quantification.txt,Primary Tumor
54679061-0461-4b48-ad31-543c0e52e541.mirbase21.mirnas.quantification.txt,Primary Tumor
6948c47f-90ae-40c2-9405-41f0ea0608bc.mirbase21.mirnas.quantification.txt,Primary Tumor
ddf79019-feb6-4608-bc46-5266f62827ab.mirbase21.mirnas.quantification.txt,Primary Tumor
76242bca-9786-4441-9807-75677f41c1b1.mirbase21.mirnas.quantification.txt,Primary Tumor
e3529cc5-f6a5-46e2-80b0-9db9b77cd8db.mirbase21.mirnas.quantification.txt,Primary Tumor
0abc03f1-c738-464c-8f9c-1aab3803e454.mirbase21.mirnas.quantification.txt,Primary Tumor
b6182089-bc8c-4a00-a5f7-3d7d4dd8eb04.mirbase21.mirnas.quantification.txt,Primary Tumor
c8435896-e141-448b-ad60-415e4d141498.mirbase21.mirnas.quantification.txt,Solid Tissue Normal
dc93322f-5b4f-4943-a576-e16d45a2e962.mirbase21.mirnas.quantification.txt,Primary Tumor
71404b8f-dc11-4e15-ac78-15b270edad08.mirbase21.mirnas.quantification.txt,Primary Tumor
76d86e4e-ba6c-4641-89a5-8b3a0e4f072a.mirbase21.mirnas.quantification.txt,Primary Tumor
67522199-b19d-436d-82d5-b3899a34cbb7.mirbase21.mirnas.quantification.txt,Primary Tumor
e42aa143-14f2-4239-b4b1-8a355b89e85b.mirbase21.mirnas.quantification.txt,Primary Tumor
248ee507-9191-4307-906b-568db6db51ec.mirbase21.mirnas.quantification.txt,Primary Tumor
74d4bfc8-5d5c-4bc2-bffc-1a6c979e6786.mirbase21.mirnas.quantification.txt,Primary Tumor
3ab3f848-0e27-4616-acf0-b9ef45a06310.mirbase21.mirnas.quantification.txt,Primary Tumor
4a2704db-b5e4-428c-acf2-2c22b13ed2fe.mirbase21.mirnas.quantification.txt,Primary Tumor
98e187d7-051e-4998-b812-a47e91ef2c52.mirbase21.mirnas.quantification.txt,Primary Tumor
4aa94174-f5b6-4242-b9e7-53f8f5884f0e.mirbase21.mirnas.quantification.txt,Primary Tumor
5fcd5a2d-3019-4229-9900-fc552bcba056.mirbase21.mirnas.quantification.txt,Primary Tumor
cf54c499-43c3-48db-a4a1-fe7c0dff1846.mirbase21.mirnas.quantification.txt,Primary Tumor
d94f42a0-94fb-45f9-ad4d-6533c729fe18.mirbase21.mirnas.quantification.txt,Primary Tumor
1b7c2b53-12e9-4edd-917d-73a91c754702.mirbase21.mirnas.quantification.txt,Solid Tissue Normal
bf2d794f-55c8-4cc4-bc31-1338ab0fb5d5.mirbase21.mirnas.quantification.txt,Solid Tissue Normal
d60e06f5-de36-4b92-a179-149fc2495754.mirbase21.mirnas.quantification.txt,Primary Tumor
f7641ad4-2b59-47c6-8574-cd376555ec03.mirbase21.mirnas.quantification.txt,Primary Tumor
24ded9f2-6260-4468-9869-164018b091ff.mirbase21.mirnas.quantification.txt,Primary Tumor
b42817ad-9664-4557-a696-ec0922e616d3.mirbase21.mirnas.quantification.txt,Primary Tumor
0cca7ac3-0e9b-47ee-80bb-c4847c5e25fb.mirbase21.mirnas.quantification.txt,Primary Tumor
9818ee29-6956-47d8-a974-90799914c7b7.mirbase21.mirnas.quantification.txt,Primary Tumor
266a2cd8-d364-4939-808e-e0a47ef2a4e6.mirbase21.mirnas.quantification.txt,Primary Tumor
0b97ff02-0a99-4e2e-a521-3291ed4fe2dc.mirbase21.mirnas.quantification.txt,Solid Tissue Normal
b5813ebc-8831-45a1-8a61-a6710f190848.mirbase21.mirnas.quantification.txt,Primary Tumor
cbc27136-b4fc-4bd3-a0fe-2ee9718e9adb.mirbase21.mirnas.quantification.txt,Solid Tissue Normal
49f8717d-1129-467f-9c8c-09a752cc6648.mirbase21.mirnas.quantification.txt,Primary Tumor
0ef60d69-c10e-46dc-b38c-2ff2332c7204.mirbase21.mirnas.quantification.txt,Primary Tumor
98800a77-454e-4bff-b07b-22dd93719452.mirbase21.mirnas.quantification.txt,Primary Tumor
aa7876e5-9ac2-43b4-bac9-4881da4fcd59.mirbase21.mirnas.quantification.txt,Primary Tumor
ba5a6cf8-31b8-4a75-a671-59b6e69cdb63.mirbase21.mirnas.quantification.txt,Primary Tumor
53f6d74b-d9f7-4ab9-964a-9dce6f1eeab1.mirbase21.mirnas.quantification.txt,Primary Tumor
557a3327-a311-49ae-8e7a-762ed5726f86.mirbase21.mirnas.quantification.txt,Primary Tumor
59b49cfd-4937-425d-a6a1-0e8816ae39ea.mirbase21.mirnas.quantification.txt,Primary Tumor
038b35a7-ceec-40ca-9500-15898c2881ed.mirbase21.mirnas.quantification.txt,Primary Tumor
e7174caf-c519-4331-977b-6cfe8c0989ef.mirbase21.mirnas.quantification.txt,Primary Tumor
c07807cf-d6e6-4548-a214-54e2e3ec5631.mirbase21.mirnas.quantification.txt,Primary Tumor
0987941b-f7b2-4410-8b3d-01c41a7c893a.mirbase21.mirnas.quantification.txt,Primary Tumor
f6c76c16-c39c-41f2-abfc-3c61982e8392.mirbase21.mirnas.quantification.txt,Primary Tumor
e2dc6c67-325b-475f-920f-5007c8b83fac.mirbase21.mirnas.quantification.txt,Primary Tumor
9337905e-0646-4904-a3ae-b5355a312a00.mirbase21.mirnas.quantification.txt,Primary Tumor
45bb2e31-7859-45b6-906c-bad42b2c3720.mirbase21.mirnas.quantification.txt,Primary Tumor
8f69f592-ba30-4902-a22d-a1fcd80e4e8f.mirbase21.mirnas.quantification.txt,Primary Tumor
29d7699c-9d3e-46dc-90d4-b74a326f25ef.mirbase21.mirnas.quantification.txt,Primary Tumor
2c513bc9-a4b2-4f7f-8fdf-cc696de9c2a0.mirbase21.mirnas.quantification.txt,Primary Tumor
171c50b8-571a-47cf-8022-0d2c25583fe6.mirbase21.mirnas.quantification.txt,Solid Tissue Normal
174c486a-e446-4c63-b1d5-20d69bd99257.mirbase21.mirnas.quantification.txt,Primary Tumor
37e504a8-3500-4316-8ddd-7904b3277e03.mirbase21.mirnas.quantification.txt,Primary Tumor
8aa34c21-cd31-49ad-81c1-adf6e299a217.mirbase21.mirnas.quantification.txt,Primary Tumor
0ca1f1b8-eba9-4ea1-89f3-391b33b65259.mirbase21.mirnas.quantification.txt,Primary Tumor
3971a55e-57fd-479e-a6da-6ae7ab9d289b.mirbase21.mirnas.quantification.txt,Primary Tumor
19995d7e-abb1-4f65-9b1f-220ba819dc59.mirbase21.mirnas.quantification.txt,Primary Tumor
95486174-05b4-4a45-a91a-5c64f8d77be2.mirbase21.mirnas.quantification.txt,Primary Tumor
cefbbbb0-e1c2-4585-b131-abb9e6441bc4.mirbase21.mirnas.quantification.txt,Primary Tumor
7c9ad3cc-8f50-4708-9c69-4da9c0edc92f.mirbase21.mirnas.quantification.txt,Solid Tissue Normal
18423a3c-0538-4706-8b8d-ea49b6f04d7f.mirbase21.mirnas.quantification.txt,Primary Tumor
9c639724-2d0a-4877-9930-6df5b2a2f310.mirbase21.mirnas.quantification.txt,Primary Tumor
4448d4e8-dbc1-4996-9d85-68aa8f13f494.mirbase21.mirnas.quantification.txt,Primary Tumor
ed169d31-a7a4-4013-8653-de0b83bcc872.mirbase21.mirnas.quantification.txt,Primary Tumor
03826157-19fc-4bb5-9593-d49d892f3eae.mirbase21.mirnas.quantification.txt,Primary Tumor
51b4c50c-8935-4ba6-a3c0-e43d52a9c40c.mirbase21.mirnas.quantification.txt,Primary Tumor
e5deb6e2-81f2-497c-924e-55a4f7c11173.mirbase21.mirnas.quantification.txt,Solid Tissue Normal
7c0ed94b-7e1c-4e7c-bdce-91d164e18719.mirbase21.mirnas.quantification.txt,Primary Tumor
cd403633-9882-4720-8fdf-451b474b6865.mirbase21.mirnas.quantification.txt,Primary Tumor
bf868fee-6c1b-4a58-a390-16faeefa52fb.mirbase21.mirnas.quantification.txt,Primary Tumor
5a6afbfa-14fb-472c-bb27-d687ed0870fc.mirbase21.mirnas.quantification.txt,Primary Tumor
ff0bcebb-a332-4e36-a7ee-25b69cb9b080.mirbase21.mirnas.quantification.txt,Primary Tumor
5bc1b6bc-3900-4b12-bfb1-a09fdad83630.mirbase21.mirnas.quantification.txt,Primary Tumor
44fd370a-0998-40a1-bbc3-e47051818b8a.mirbase21.mirnas.quantification.txt,Primary Tumor
074d4f90-cea2-4e37-bd99-673ddfac2cee.mirbase21.mirnas.quantification.txt,Primary Tumor
5cf1619c-2e4b-432e-8f45-1c67cf483b0c.mirbase21.mirnas.quantification.txt,Primary Tumor
8c48edab-f35e-4dca-a603-6c62ff4cf89c.mirbase21.mirnas.quantification.txt,Primary Tumor
60f64a46-4fa7-46cd-ae0f-020b31af2720.mirbase21.mirnas.quantification.txt,Primary Tumor
1f7063cf-7ef8-4f07-bcc4-80501555ba7f.mirbase21.mirnas.quantification.txt,Primary Tumor
fd134dfe-c9ea-40b8-bc97-25557e34de1b.mirbase21.mirnas.quantification.txt,Primary Tumor
76da63b6-83e1-499c-ba7f-97d477e9284a.mirbase21.mirnas.quantification.txt,Primary Tumor
46067824-7dc4-4d3c-8fa7-8296326b50e1.mirbase21.mirnas.quantification.txt,Primary Tumor
ea177597-480a-4f9b-a9f4-61844fa1c5b9.mirbase21.mirnas.quantification.txt,Primary Tumor
1a594a62-dec7-4b35-8cf2-2e1cab5a9f10.mirbase21.mirnas.quantification.txt,Primary Tumor
b93afa69-a74a-44a1-8ba7-6e205b340dae.mirbase21.mirnas.quantification.txt,Primary Tumor
66083c43-1bf0-4c2a-b863-b38fd6bfd26e.mirbase21.mirnas.quantification.txt,Primary Tumor
426d3d22-dffb-4d9e-94aa-23eaf3f5887e.mirbase21.mirnas.quantification.txt,Primary Tumor
b5eea52c-f1d5-4fdb-ae91-b43a83d04902.mirbase21.mirnas.quantification.txt,Primary Tumor
eb128477-6af9-4b7e-a9f3-e5babe2d6c13.mirbase21.mirnas.quantification.txt,Primary Tumor
e3b620f7-c14e-4ba7-a33e-36d5c24560ef.mirbase21.mirnas.quantification.txt,Primary Tumor
83e46429-0210-4ba2-b264-9734f18a8d21.mirbase21.mirnas.quantification.txt,Solid Tissue Normal
018e8481-1e85-413b-9a14-b66934f83e44.mirbase21.mirnas.quantification.txt,Primary Tumor
727764b5-0514-48bd-b015-c8761a35a66f.mirbase21.mirnas.quantification.txt,Primary Tumor
7af64f19-ef58-4f31-9863-9af3ad59a02d.mirbase21.mirnas.quantification.txt,Primary Tumor
88c34a48-42c6-4ed6-b761-2b6754b34f84.mirbase21.mirnas.quantification.txt,Primary Tumor
06c464e6-8b72-4ce5-a901-9d31d94caaf2.mirbase21.mirnas.quantification.txt,Primary Tumor
269e8eb2-7296-4b8a-9a01-62d5b9d60ba7.mirbase21.mirnas.quantification.txt,Primary Tumor
562c415d-d772-4f61-9225-1388eb56ada1.mirbase21.mirnas.quantification.txt,Primary Tumor
f649523a-7b40-44e4-b3d0-9f37f3ffccfd.mirbase21.mirnas.quantification.txt,Primary Tumor
79268fd5-aff9-4baa-b02a-4ecda005bfb9.mirbase21.mirnas.quantification.txt,Primary Tumor
ffb8c0e0-0a0b-4e34-8b37-2308c1c200ee.mirbase21.mirnas.quantification.txt,Primary Tumor
6717141c-4f2d-42b3-9f27-3a94004fb562.mirbase21.mirnas.quantification.txt,Primary Tumor
98305981-daf5-4cc3-a672-0361c2e2b8e2.mirbase21.mirnas.quantification.txt,Primary Tumor
52f642e7-f381-45f2-abdb-8b9e781272c4.mirbase21.mirnas.quantification.txt,Solid Tissue Normal
5334018e-0288-4d29-a380-f4a9412aaa97.mirbase21.mirnas.quantification.txt,Primary Tumor
f586b01a-5971-49e2-8783-4ab1163cc833.mirbase21.mirnas.quantification.txt,Primary Tumor
57730704-3840-45a3-9747-173fea70b68e.mirbase21.mirnas.quantification.txt,Primary Tumor
8dab31ae-fafd-42c0-9a8d-79cd5b4d3228.mirbase21.mirnas.quantification.txt,Primary Tumor
e924240c-9a39-434a-bbc0-cb915ab3e975.mirbase21.mirnas.quantification.txt,Primary Tumor
f626ee62-e3bf-423e-b585-ca83d8226dc3.mirbase21.mirnas.quantification.txt,Primary Tumor
2f43f170-96ce-4f97-b8b5-c16bef055a6a.mirbase21.mirnas.quantification.txt,Primary Tumor
a48bfb59-4871-44a3-b14f-0e11cbcc749f.mirbase21.mirnas.quantification.txt,Primary Tumor
893b83e4-7a6a-485e-81e6-3b489d9b45df.mirbase21.mirnas.quantification.txt,Primary Tumor
1e7ab17c-070c-4344-98a6-1fc1550015d4.mirbase21.mirnas.quantification.txt,Primary Tumor
cb4a343a-9387-41e3-9ae0-c4d4957168dd.mirbase21.mirnas.quantification.txt,Primary Tumor
a7fdf6ce-9f3c-4e3c-88f3-c32bef7cbe6b.mirbase21.mirnas.quantification.txt,Primary Tumor
1b5adcf2-4573-4a7c-8b68-cbf118c20b55.mirbase21.mirnas.quantification.txt,Primary Tumor
57a41bbb-fc10-4cca-b55c-c9688aef1967.mirbase21.mirnas.quantification.txt,Primary Tumor
08cae08b-4b20-44d8-8281-b5d27c06d886.mirbase21.mirnas.quantification.txt,Primary Tumor
4699d2c3-eb5e-4564-8f03-4f424aeca22d.mirbase21.mirnas.quantification.txt,Primary Tumor
d6a4fec3-40c8-447c-b781-8e07db0fe050.mirbase21.mirnas.quantification.txt,Metastatic
d2ee1bd9-7f0b-4f1f-807c-cf4f43cc2aa1.mirbase21.mirnas.quantification.txt,Primary Tumor
d9a8de3a-f920-45a0-9997-70c99717c177.mirbase21.mirnas.quantification.txt,Primary Tumor
9374d75f-7ef6-4482-be99-1595a41bfd38.mirbase21.mirnas.quantification.txt,Primary Tumor
40319923-c952-4444-9d77-2604abf5ab3c.mirbase21.mirnas.quantification.txt,Primary Tumor
bd427d2a-b1e3-4833-99d9-1c3491e7e2cf.mirbase21.mirnas.quantification.txt,Primary Tumor
2110a665-46e3-44d2-9612-276e33170ce5.mirbase21.mirnas.quantification.txt,Primary Tumor
202758ef-17a3-4862-82e1-7c327eef8180.mirbase21.mirnas.quantification.txt,Primary Tumor
bd147040-492b-4f12-a3ba-385e48a88053.mirbase21.mirnas.quantification.txt,Primary Tumor
b0c568ed-a8a4-48dd-ac66-bad51836a776.mirbase21.mirnas.quantification.txt,Solid Tissue Normal
30c263e2-03bc-432b-b847-1d11cf2932a7.mirbase21.mirnas.quantification.txt,Primary Tumor
67d8c13c-0ba6-4d4d-8072-7230ebed611d.mirbase21.mirnas.quantification.txt,Primary Tumor
90f078cb-f410-4fc7-a04b-12400d971278.mirbase21.mirnas.quantification.txt,Primary Tumor
bc3d405e-c47e-42ab-b49b-8b907405e89e.mirbase21.mirnas.quantification.txt,Primary Tumor
cc4c198e-d788-446f-8c1a-30869f650cfd.mirbase21.mirnas.quantification.txt,Primary Tumor
65505774-6017-404e-8550-313a3bb62c2d.mirbase21.mirnas.quantification.txt,Primary Tumor
22e37f59-1f09-4a7e-98f7-e66a28516376.mirbase21.mirnas.quantification.txt,Solid Tissue Normal
9182f647-b430-4132-9b34-2aaae8ba8aa4.mirbase21.mirnas.quantification.txt,Primary Tumor
7ae509df-bac7-4b5e-997a-1622c8e75b88.mirbase21.mirnas.quantification.txt,Primary Tumor
1f6ed7ae-3118-4556-9b31-3d9e6c254959.mirbase21.mirnas.quantification.txt,Primary Tumor
51ae1d49-29e6-4b91-82ee-783d488e1799.mirbase21.mirnas.quantification.txt,Primary Tumor
6c004b21-11c9-49ca-b75b-e78de1c81f47.mirbase21.mirnas.quantification.txt,Primary Tumor
2eea0a55-c08f-484b-ad24-6ccd7ab790e7.mirbase21.mirnas.quantification.txt,Primary Tumor
17ce2a5f-49df-45e8-9c13-ae197a6f38ad.mirbase21.mirnas.quantification.txt,Primary Tumor
289229b6-9e38-4758-a1b6-0ea3a708a632.mirbase21.mirnas.quantification.txt,Primary Tumor
332030cf-976e-4d38-910e-c004eb250782.mirbase21.mirnas.quantification.txt,Primary Tumor
95fe1f82-4d6a-47a8-b7bf-49560aafeb10.mirbase21.mirnas.quantification.txt,Primary Tumor
d40c11c2-87f8-455b-90ba-17021537b05f.mirbase21.mirnas.quantification.txt,Primary Tumor
99c5c779-c5f5-4e37-aaa6-6c03aa5658c1.mirbase21.mirnas.quantification.txt,Primary Tumor
0d64b7d7-c728-4114-8165-6788236cd5e2.mirbase21.mirnas.quantification.txt,Primary Tumor
b1f69378-3730-4006-b042-8a25f54ef489.mirbase21.mirnas.quantification.txt,Primary Tumor
02b136c1-389c-4317-a19e-4e50d1f27151.mirbase21.mirnas.quantification.txt,Primary Tumor
1076b88d-9416-4dd4-8513-d0cee1933759.mirbase21.mirnas.quantification.txt,Primary Tumor
16debaf5-7b9d-4f7e-ac34-b83c44fb49a1.mirbase21.mirnas.quantification.txt,Primary Tumor
0c389555-37fc-47d5-bce9-f84b4d649d44.mirbase21.mirnas.quantification.txt,Primary Tumor
3671e8fa-dd3f-45c0-9af8-a0e7f04abfcd.mirbase21.mirnas.quantification.txt,Primary Tumor
476b3918-0e16-43c9-bffc-3716760daba9.mirbase21.mirnas.quantification.txt,Primary Tumor
445c4e06-6fab-402a-aacf-20f90194161b.mirbase21.mirnas.quantification.txt,Primary Tumor
307f4da7-1e86-4a5d-b8af-33f5361be868.mirbase21.mirnas.quantification.txt,Primary Tumor
6a6ed673-d1df-455b-8693-5ee38c1b2e0e.mirbase21.mirnas.quantification.txt,Primary Tumor
f535d160-3df8-435c-9629-811fb047d3bf.mirbase21.mirnas.quantification.txt,Primary Tumor
f7893669-3259-4a24-bd5e-f06ad2ebf451.mirbase21.mirnas.quantification.txt,Primary Tumor
d70d2bb0-8d15-4606-93c4-8a0141a63629.mirbase21.mirnas.quantification.txt,Primary Tumor
c74e9d21-3eed-4c8e-bada-95b50fbdddd5.mirbase21.mirnas.quantification.txt,Primary Tumor
5e028ea4-4eb2-44b6-b4fd-d79ca10240dc.mirbase21.mirnas.quantification.txt,Primary Tumor
69c78495-afac-4484-9df7-fde88a4a4a93.mirbase21.mirnas.quantification.txt,Primary Tumor
62f515a4-4dec-48eb-a604-48b94fecdff3.mirbase21.mirnas.quantification.txt,Primary Tumor
e652891a-66af-46d6-8580-d1f9aa4a9808.mirbase21.mirnas.quantification.txt,Primary Tumor
f74aa85b-435e-448b-827f-5322ac774780.mirbase21.mirnas.quantification.txt,Primary Tumor